id,day,month,year,source_database,source_database_encoded,attack_description,industry_type,industry_type_group,industry_type_group_encoded,subcategory,subcategory_group,subcategory_group_encoded,attack_details,ti_safe_score,impact,link_at_the_internet,Africa,Asia,Australia,Europe,North America,South America
1257,7,3,2024,TI Safe,4,"Sensitive Swiss federal government data, including classified documents and log in credentials, were leaked by the Play ransomware group following an attack on IT service provider Xplain in 2023.",Governemnt,Public,9,Federal,Government,14,"The leaked data includes sensitive information from various Swiss government departments such as the Federal Department of Justice and Police, Federal Office of Justice, and others. The Play ransomware group is known for its double extortion model and tar",4.0,"Sensitive Swiss federal government data, including classified documents and personal information of employees, were compromised.",infosecurity-magazine.com,0,0,0,1,0,0
1241,14,2,2024,TI Safe,4,"Southern Water has warned that data belonging to 5-10% of its customers has been stolen in a cyberattack, including personal and financial information that may have been sold on the dark web.",Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"*The company provides water services across Kent, Sussex, Hampshire and the Isle of Wight, serving 2.5 million water customers and over 4.7 million sewerage customers.
*Data such as names, dates of birth, national insurance numbers, bank account details a",3.0,"Theft of customer data, including personal and financial information.",bbc.com,0,0,0,1,0,0
1240,14,2,2024,TI Safe,4," manufacturer Varta was targeted in a cyberattack that paralyzed parts of its IT systems, resulting in temporary shutdown of production and administration.",Manufacturing and automation,Manufacturing,8,Manufacturing,Manufacturing,17,"* Five production plants and Varta's administration were affected by the cyber attack.
* Varta's operations have come to a virtual standstill due to the shutdown of IT systems, affecting its three facilities in Germany as well as assembly plants in Romani",2.0,"Disruption of Varta's operations, including production and administration.",csoonline.com,0,0,0,1,0,0
1238,13,2,2024,TI Safe,4,Multiple hospitals in Romania are offline following a ransomware attack on an IT platform. ,Hospital and health,Health and Homecare,6,Health insurance industry:,Financial,13,"* A total of 25 facilities have had their data encrypted, with another 75 disconnected from the internet as investigations proceed. 
* Hackers disabled 3.5 bitcoins (approximately $170,000) to describe the data.",3.0,Hospitals offline and data encrypted in 25 medical facilities in Romania.,therecord.media,0,0,0,1,0,0
1237,8,2,2024,TI Safe,4,"A cyberattack targeted two medical insurance service providers in France, resulting in the theft of personal data from over 33 million individuals",Hospital and health,Health and Homecare,6,Hospital Systems,Healthcare,15,"* Service providers Viamedis and Almerys have suffered phishing attacks that compromised user data.
* Bank, medical, and contact details were not exposed.
* However, information such as marital status, date of birth, and Social Security number was comprom",4.0,"The data theft compromised the privacy of over 33 million individuals, exposing sensitive information such as marital status and social security number.",euronews.com,0,0,0,1,0,0
1236,5,2,2024,TI Safe,4,"Hackers based in China attempted to break into websites and email systems of the Philippine's president and government agencies, including one promoting maritime security",Government,Public,9,Government,Government,14,"The hacking attempts, occurring in January, targeted the mailboxes of the Department of Information and Communications Technology (DICT), the website of National Coast Watch, and the personal website of Philippine President Ferdinand Marcos Jr. ",2.0,"The hacking attempts were thwarted, preventing potential harm to the systems and sensitive information of the Filipino government.",reuters.com,0,1,0,0,0,0
1235,1,2,2024,TI Safe,4,"An unnamed state-run company in Ukraine was targeted in a cyberattack, resulting in the compromise of approximately 2,000 computers",Government,Public,9,Government,Government,14,"The attack was carried out using the DIRTYMOE (PURPLEFOX) malware, known for creating capabilities for remote access to the affected computers. The statement from CERT-UA, Ukraine's computer emergency response team, did not disclose the name of the target",3.0,"The compromise of approximately 2,000 computers of the state firm resulted in significant operational disruptions.",reuters.com,0,0,0,1,0,0
1234,6,2,2024,TI Safe,4,"A children’s hospital in Chicago had its computer systems compromised by a cyberattack, resulting in a week-long shutdown.",Hospital and health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,"The attack primarily impacted the hospital's email, phone, and some other electronic systems, making scheduling and access to medical records more challenging. No details were provided on the specific nature of the attack or if a ransom was demanded.",3.0,"Access to medical records and electronic communications has been disrupted, making scheduling and patient care more challenging.",edition.cnn.com,0,0,0,0,1,0
1233,28,1,2024,TI Safe,4,Exams and appointments at the National Cancer Institute (Inca) in Rio de Janeiro were canceled due to a hacker attack that caused the shutdown of all servers. ,Hospital and health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,"The attack occurred last Sunday (28), resulting in the shutdown of all servers at the National Cancer Institute.
Despite the attack, the hospital management stated that there was no data loss, but there is still no estimated time for the resumption of app",4.0,"The impact was the interruption of exams and appointments services at the National Cancer Institute, affecting patients and medical staff.",,0,0,0,0,0,1
1231,17,1,2024,TI Safe,4,Government websites of Paraíba were taken down in a hacker attack by the Anonymous group. The intrusion lasted about 20 minutes but did not cause any damage to the services provided to the population.,Commercial and public,Public,9,Public Services,Public,21,"The attack was claimed by the Anonymous group as a response to ""governmental ineptitude.""
Despite the takedown of the websites, there were no significant damages to the public services offered to the population.",2.0,"The impact was the temporary takedown of government websites, with no significant damage to public services.",,0,0,0,0,0,1
1230,21,1,2024,TI Safe,4,One of Tietoevry's several datacenters in Sweden was partially targeted by a ransomware attack during the night of Jan 19-20. ,Information Technology,Technology,10,Technology,Technology,24,"The attack was limited to one part of one of Tietoevry's datacenters in Sweden, impacting services for some customers.
The company immediately isolated the affected platform and is investigating, mitigating, and resolving the situation with the highest pr",2.0,"The impact was the disruption of services for affected customers and the need for investigation, mitigation, and resolution by the company.",,0,0,0,1,0,0
1229,29,1,2024,TI Safe,4,Energy management and automation giant Schneider Electric suffered a Cactus ransomware attack leading to the theft of corporate data,Energy,Energy,4,Energy,Energy,10,"The Cactus ransomware attack resulted in the theft of terabytes of corporate data and is being used for extortion.
Schneider Electric's Sustainability Business division provides consulting services to enterprise organizations, including renewable energy s",2.0,The impact included the theft of corporate data and disruptions to the Resource Advisor cloud platform services.,,1,1,1,1,1,1
1228,25,1,2024,TI Safe,4,"Pro-Ukraine hackers attacked the Russian State Research Center for Space Hydrometeorology, destroying data and equipment. The ""BO Team"" claimed responsibility, alleging significant damages.",Education and Research,Public,9,Scientific research and meteorology industry.,Education and Research,9,"The attack was attributed to pro-Ukraine hackers, escalating tensions between the two countries.
In addition to damaging servers and data, the hackers also claimed to have cut off the internet at a Russian station in the Arctic.",3.0,"The impact was the destruction of data, equipment, and disruption of critical services.",,0,1,0,0,0,0
